ENSEMBL ID,Gene Name,Chr,Strand,Start,End,fex10_1,fex10_2,fex10_3,fex2_1,fex2_2,fex2_3,S2R_1,S2R_2,S2R_3
FBgn0266842,lncRNA:CR45304,2L,-,7328944,7329519,0,0,0,0,0,0,0,0,0
FBgn0266843,asRNA:CR45305,2L,-,5070887,5071109,1,2,0,2,0,1,2,1,1
FBgn0266844,lncRNA:CR45306,2L,+,20721914,20722462,0,0,0,0,0,0,0,0,0
FBgn0266845,CG45307,2L,-,8751715,8752122,0,0,0,0,0,0,0,0,0
FBgn0266846,lncRNA:CR45308,2R,-,8558415,8558924,0,0,0,0,0,0,0,0,0
FBgn0266847,lncRNA:CR45309,2R,+,9213125,9213744,0,0,0,0,0,0,0,0,0
FBgn0266848,wap,X,-,22451445,22455422,4426,3501,3324,4009,4181,4525,3006,4062,2888
FBgn0266849,lncRNA:CR45310,2R,+,18226795,18228595,0,0,0,0,0,0,0,0,0
FBgn0266850,lncRNA:CR45311,2R,-,18227495,18231228,0,0,0,0,0,0,0,0,0
FBgn0266851,lncRNA:CR45312,2R,-,13361825,13362835,0,0,0,0,0,0,0,0,0
FBgn0266852,lncRNA:CR45313,2R,+,18054969,18055346,0,0,0,0,0,0,0,0,0
FBgn0266853,lncRNA:CR45314,2R,-,18057915,18059075,0,1,1,0,0,2,0,3,0
FBgn0266854,CR45315,2R,+,18173049,18173554,3,3,4,4,1,4,0,4,1
FBgn0266855,lncRNA:CR45316,2R,+,16378815,16380135,0,0,0,0,0,0,0,0,0
FBgn0266856,lncRNA:CR45317,2R,-,16379295,16380195,0,0,0,0,0,0,0,0,0
FBgn0266857,lncRNA:CR45318,2R,+,11994995,11996194,0,0,0,0,0,0,0,0,0
FBgn0266858,lncRNA:CR45319,2R,-,11992565,11996095,0,0,0,0,0,0,0,0,1
FBgn0266859,lncRNA:CR45320,2R,+,7451670,7452365,0,1,0,0,0,1,2,1,0
FBgn0266860,lncRNA:CR45321,2R,-,9445444,9445794,0,0,1,0,0,2,2,0,1
FBgn0266861,lncRNA:CR45322,2R,-,16358796,16359495,0,0,0,0,0,0,0,0,0
FBgn0266862,lncRNA:CR45323,2R,+,17189305,17189945,0,0,0,0,0,0,0,0,0
FBgn0266863,lncRNA:CR45324,2R,-,9988125,9989285,12,7,10,11,13,16,23,24,23
FBgn0266864,lncRNA:CR45325,2R,-,23720320,23721007,0,1,0,0,0,0,0,0,0
FBgn0266865,asRNA:CR45326,2R,+,23709177,23709947,0,1,1,0,0,0,2,0,0
FBgn0266866,lncRNA:CR45327,2R,-,22378263,22379007,0,0,0,0,0,2,0,0,0
FBgn0266867,lncRNA:CR45328,2R,-,22596486,22597125,32,37,41,37,38,45,44,48,37
FBgn0266868,lncRNA:CR45329,2R,-,14823545,14824365,0,0,0,0,0,0,0,0,0
FBgn0266869,asRNA:CR45330,2L,+,13241807,13244724,0,0,1,0,1,0,0,0,0
FBgn0266870,lncRNA:CR45331,2L,+,14974468,14975001,0,0,0,0,0,0,0,0,0
FBgn0266871,lncRNA:CR45332,2L,-,17901807,17902691,0,0,0,0,0,0,0,0,0
FBgn0266872,lncRNA:CR45333,2L,-,17902778,17903073,0,0,0,0,0,0,0,0,0
FBgn0266873,lncRNA:CR45334,2L,+,21929064,21931698,5780,4592,4527,5572,6214,6609,4072,4857,3877
FBgn0266874,lncRNA:CR45335,2L,+,22032625,22033798,0,0,0,0,0,0,0,0,0
FBgn0266875,lncRNA:CR45336,2L,+,3210515,3211156,0,0,0,0,0,0,0,0,0
FBgn0266876,lncRNA:CR45337,2L,-,3260973,3261281,0,0,0,0,0,0,0,0,0
FBgn0266877,lncRNA:CR45338,2L,-,3261638,3262007,0,0,0,0,0,0,0,0,0
FBgn0266878,lncRNA:CR45339,2L,+,65999,66242,0,0,0,0,0,0,0,0,0
FBgn0266879,lncRNA:CR45340,2L,+,66318,66524,0,0,0,0,0,0,0,2,0
FBgn0266880,asRNA:CR45341,2L,-,8370343,8370670,0,0,0,0,0,0,0,0,0
FBgn0266881,asRNA:CR45342,2L,-,2840025,2840316,0,0,0,0,0,0,0,0,0
FBgn0266882,asRNA:CR45343,2L,+,8394429,8395332,0,0,0,0,0,0,0,0,0
FBgn0266883,lncRNA:CR45344,2L,+,4001084,4001620,1,4,1,2,1,0,1,0,0
FBgn0266884,lncRNA:CR45345,2L,+,857403,860079,0,0,0,0,0,0,0,0,0
FBgn0266885,lncRNA:CR45346,2L,-,1214649,1215293,0,1,0,0,0,1,0,0,0
FBgn0266886,lncRNA:CR45347,2L,+,20562247,20575720,0,0,0,0,0,0,0,0,0
FBgn0266887,lncRNA:CR45348,2L,-,897453,898050,0,0,0,0,0,0,0,0,0
FBgn0266888,lncRNA:CR45349,2L,+,15280028,15280449,0,0,0,0,0,0,0,0,0
FBgn0266889,asRNA:CR45350,2R,-,24024098,24025777,44,33,27,38,31,41,31,56,28
FBgn0266891,lncRNA:CR45351,2L,+,10638562,10639592,0,0,0,0,0,0,0,0,0
FBgn0266892,lncRNA:CR45352,2L,-,14021583,14022033,1,1,1,1,0,2,1,0,0
FBgn0266893,lncRNA:CR45353,2L,-,15468944,15469527,0,0,0,0,0,0,0,0,0
FBgn0266894,lncRNA:CR45354,2L,-,16534057,16534488,2,0,1,1,0,1,1,1,0
FBgn0266895,lncRNA:CR45355,2L,-,16534962,16535228,6,3,7,5,2,6,0,0,1
FBgn0266896,lncRNA:CR45356,2L,+,16998327,16998551,0,0,0,0,0,0,0,0,0
FBgn0266897,lncRNA:CR45357,2L,+,16998683,16998941,0,0,0,0,0,0,0,0,0
FBgn0266898,lncRNA:CR45358,2L,-,17575152,17575490,0,0,0,0,0,0,0,0,0
FBgn0266899,lncRNA:CR45359,2L,+,20489308,20490282,0,0,0,0,0,0,0,0,0
FBgn0266900,lncRNA:CR45360,2L,+,20487976,20488777,0,0,0,0,0,0,0,0,0
FBgn0266901,lncRNA:CR45361,2L,+,20484399,20487548,0,0,0,0,0,0,0,0,0
FBgn0266902,lncRNA:CR45362,2L,-,21889758,21891095,78,43,79,49,47,59,53,80,63
FBgn0266903,lncRNA:CR45363,2L,-,4361689,4371303,16,5,10,8,12,14,3,14,11
FBgn0266904,lncRNA:CR45364,2L,-,7871978,7872367,1,0,0,0,0,0,0,0,0
FBgn0266905,lncRNA:CR45365,2L,-,8852009,8852664,0,0,0,0,0,0,0,0,0
FBgn0266906,asRNA:CR45366,2L,+,357329,358174,0,1,1,1,0,1,0,1,0
FBgn0266907,asRNA:CR45367,2L,+,355663,356891,0,0,1,1,0,0,1,3,0
FBgn0266909,lncRNA:CR45369,2L,+,628729,629052,0,0,0,0,0,0,0,0,0
FBgn0266910,lncRNA:CR45370,2L,+,7604243,7604563,0,0,0,0,0,0,0,0,0
FBgn0266911,asRNA:CR45371,2L,-,8343320,8345015,15,9,8,7,4,14,3,3,2
FBgn0266912,lncRNA:CR45372,2L,+,3475365,3476058,1,0,0,0,0,0,0,0,0
FBgn0266913,lncRNA:CR45373,2L,-,15398687,15399003,0,0,0,0,0,0,0,0,0
FBgn0266914,lncRNA:CR45374,2L,-,15400085,15400497,0,0,0,0,0,0,0,0,0
FBgn0266915,lncRNA:CR45375,2L,-,10441820,10442204,0,0,0,0,0,1,0,0,0
FBgn0266916,Cenp-C,3R,+,8564105,8569248,1642,1432,1365,2064,2158,2397,1505,2175,1619
FBgn0266917,Sf3a1,3R,-,16999384,17002355,2200,1686,1530,1890,1924,1893,1544,1794,1948
FBgn0266918,CG32486,3L,-,3055908,3070839,3534,2609,2584,2869,2894,3121,2349,2955,2614
FBgn0266925,asRNA:CR45376,2R,+,22201508,22203045,0,0,1,1,0,1,0,0,0
FBgn0266926,lncRNA:CR45377,2R,-,11704755,11706222,242,180,186,177,187,226,178,187,166
FBgn0266927,lncRNA:CR45378,3L,-,392006,393255,9,9,15,9,10,11,11,14,15
FBgn0266928,lncRNA:CR45379,3L,-,3863704,3864424,0,1,0,0,0,0,0,0,0
FBgn0266929,lncRNA:CR45380,3L,+,3329281,3329597,37,31,46,28,34,23,17,21,19
FBgn0266930,lncRNA:CR45381,3L,+,22643881,22644470,0,0,0,0,0,0,0,0,0
FBgn0266931,lncRNA:CR45382,3L,-,22473952,22474431,2,4,2,0,0,0,0,1,1
FBgn0266932,lncRNA:CR45383,3L,+,20901854,20902524,0,0,0,0,0,0,0,0,0
FBgn0266933,asRNA:CR45384,3L,-,20836112,20837135,1,0,1,0,0,0,0,0,0
FBgn0266934,CR45385,3L,+,20345323,20346034,0,0,1,0,0,0,0,0,0
FBgn0266935,lncRNA:CR45386,3L,+,19090583,19090975,11,18,20,18,13,19,16,17,9
FBgn0266936,lncRNA:CR45387,3L,+,18854317,18854622,0,0,0,0,0,0,0,0,0
FBgn0266937,lncRNA:CR45388,3L,+,18852573,18861363,0,0,0,0,0,0,0,0,0
FBgn0266938,lncRNA:CR45389,3L,+,18596322,18596792,0,0,0,0,0,0,0,0,0
FBgn0266939,lncRNA:CR45390,3L,+,18597995,18598429,0,0,0,0,0,0,0,0,0
FBgn0266940,CR45391,3L,-,18074504,18075084,0,2,0,0,0,1,0,0,0
FBgn0266941,lncRNA:CR45392,3L,+,18077581,18078103,0,0,0,0,0,0,0,0,0
FBgn0266942,lncRNA:CR45393,3L,-,17947192,17947700,0,0,0,0,0,0,0,0,0
FBgn0266943,lncRNA:CR45394,3L,+,15457953,15458309,0,0,0,0,0,0,0,0,0
FBgn0266944,lncRNA:CR45395,3L,+,15457491,15457878,0,0,0,0,0,0,0,0,0
FBgn0266945,asRNA:CR45396,3L,+,15142131,15142800,11,11,6,3,5,6,5,8,7
FBgn0266946,asRNA:CR45397,3L,+,15143801,15144170,0,0,0,0,0,0,0,0,0
FBgn0266947,lncRNA:CR45398,3L,-,14890090,14890503,0,0,0,0,0,0,0,0,0
FBgn0266948,lncRNA:CR45399,3L,-,14238607,14239440,1,0,0,0,0,0,0,0,0
FBgn0266949,lncRNA:CR45400,3L,-,127321,127666,0,0,0,0,0,0,0,1,1
FBgn0266950,lncRNA:CR45401,3L,-,125009,125420,3,1,2,0,0,0,3,2,1
FBgn0266951,lncRNA:CR45402,3L,+,125421,125833,7,6,7,7,11,5,0,4,1
FBgn0266952,lncRNA:CR45403,3L,+,10240093,10240511,0,0,0,0,0,0,0,0,0
FBgn0266953,lncRNA:CR45404,3L,+,11284731,11285180,1,0,0,0,0,0,0,0,1
FBgn0266954,lncRNA:CR45405,3L,-,11231307,11231588,0,0,0,0,0,0,0,0,0
FBgn0266955,lncRNA:CR45406,3L,+,9875731,9876406,1,0,0,1,1,1,0,0,0
FBgn0266956,lncRNA:CR45407,3L,+,9760900,9761354,0,0,0,0,0,0,0,1,0
FBgn0266957,lncRNA:CR45408,3L,+,9222024,9222433,0,0,0,0,0,0,0,0,0
FBgn0266958,lncRNA:CR45409,3L,-,8309351,8310512,37,44,36,46,37,44,64,64,67
FBgn0266959,lncRNA:CR45410,3L,+,7222717,7223898,0,0,0,0,0,0,0,0,0
FBgn0266960,lncRNA:CR45411,3L,-,714216,714530,0,0,0,0,0,1,1,0,0
FBgn0266961,lncRNA:CR45412,3L,-,6939049,6939702,0,0,0,0,0,0,0,0,0
FBgn0266962,CG45413,3L,-,6931023,6931950,0,0,0,0,0,0,0,0,0
FBgn0266963,lncRNA:CR45414,3L,+,6936567,6937405,0,0,0,0,0,0,0,0,0
FBgn0266964,lncRNA:CR45415,3L,-,6935608,6935903,0,0,0,0,0,0,0,0,0
FBgn0266965,lncRNA:CR45416,3L,-,6883321,6883601,0,0,0,0,0,0,0,0,0
FBgn0266966,lncRNA:CR45417,3L,+,6728201,6728701,0,0,0,0,0,0,0,0,0
FBgn0266967,lncRNA:CR45418,3L,-,6608770,6609238,0,0,0,0,0,0,0,0,0
FBgn0266968,lncRNA:CR45419,3L,-,6369973,6370591,0,0,0,0,0,0,0,0,0
FBgn0266969,lncRNA:CR45420,3L,-,6302747,6303361,0,0,0,0,1,0,0,0,0
FBgn0266970,lncRNA:CR45421,3L,-,6154714,6155203,0,0,0,0,0,0,0,0,0
FBgn0266971,lncRNA:CR45422,3L,-,3891646,3891963,1,0,0,0,0,0,0,0,0
FBgn0266972,lncRNA:CR45423,2R,-,20221395,20222157,0,0,0,0,0,0,0,0,0
FBgn0266973,lncRNA:CR45424,3L,+,3244906,3245340,22,17,10,7,7,17,22,8,20
FBgn0266974,lncRNA:CR45425,3L,+,2503789,2504397,2,1,0,0,6,6,0,0,0
FBgn0266975,lncRNA:CR45426,3L,-,2319386,2319919,0,0,0,0,0,0,0,0,0
FBgn0266976,lncRNA:CR45427,3L,-,2317131,2317600,0,0,0,0,0,0,0,0,0
FBgn0266977,CG45428,3L,-,22836555,22837070,3,0,0,0,0,1,0,1,1
FBgn0266978,lncRNA:CR45429,3L,+,22510266,22511067,0,0,0,0,0,0,0,1,0
FBgn0266979,lncRNA:CR45430,3L,-,22496342,22497114,0,0,0,0,0,0,0,0,0
FBgn0266980,lncRNA:CR45431,3L,+,22498310,22498839,0,0,0,0,0,0,0,0,0
FBgn0266981,lncRNA:CR45432,3L,+,21301477,21302159,0,0,0,0,0,0,0,0,0
FBgn0266982,lncRNA:CR45433,3L,+,19861458,19861869,47,49,32,45,52,61,31,25,35
FBgn0266983,lncRNA:CR45434,3L,+,19454760,19455672,0,0,0,0,0,0,0,0,0
FBgn0266984,lncRNA:CR45435,3L,+,18583437,18584235,0,0,0,0,0,0,0,0,0
FBgn0266985,lncRNA:CR45436,3L,-,17275050,17275549,0,0,0,0,0,0,0,0,0
FBgn0266986,lncRNA:CR45437,3L,-,16196502,16197219,0,0,0,0,0,0,0,0,0
FBgn0266987,lncRNA:CR45438,3L,-,4626602,4626903,0,0,0,0,0,0,0,0,0
FBgn0266988,lncRNA:CR45439,3L,-,5983670,5983870,0,0,0,0,0,0,0,0,0
FBgn0266989,lncRNA:CR45440,3L,-,5984120,5984340,0,0,0,0,0,0,0,0,0
FBgn0266990,lncRNA:CR45441,3L,+,6059041,6059448,0,0,0,0,0,0,0,0,0
FBgn0266991,lncRNA:CR45442,3L,-,11592451,11592783,0,0,0,0,0,0,0,0,0
FBgn0266992,lncRNA:CR45443,3L,-,11593447,11593712,0,0,0,0,0,0,0,0,0
FBgn0266993,lncRNA:CR45444,3L,+,12337352,12337699,13,6,8,10,6,9,17,21,13
FBgn0266994,asRNA:CR45445,3L,-,13018315,13019110,1,0,0,1,1,1,0,1,1
FBgn0266995,lncRNA:CR45446,3L,+,15987784,15988041,0,0,0,0,0,0,0,0,0
FBgn0267001,Ten-a,X,+,12043698,12335214,15,9,9,10,7,3,1,0,4
FBgn0267002,unc-104,2R,-,16751503,16772671,1880,1470,1488,1341,1418,1593,923,1279,903
FBgn0267003,lncRNA:CR45447,2L,+,13096994,13097298,0,1,0,0,0,1,0,0,0
FBgn0267004,lncRNA:CR45448,2L,+,17105145,17105687,0,0,0,0,0,0,0,0,0
FBgn0267005,lncRNA:CR45449,2L,-,3854288,3854994,2,1,2,0,1,1,2,1,3
FBgn0267006,lncRNA:CR45450,2L,-,3856478,3857172,3,0,1,0,1,0,0,0,1
FBgn0267007,lncRNA:CR45451,2L,+,3851951,3852604,0,0,0,0,0,0,0,0,0
FBgn0267008,lncRNA:CR45452,2L,-,4633881,4634342,0,0,0,0,0,0,0,0,0
FBgn0267009,lncRNA:CR45453,2L,+,10870867,10871133,0,0,0,0,0,0,0,0,0
FBgn0267010,lncRNA:CR45454,2L,+,10872014,10872384,0,0,0,0,0,0,0,0,0
FBgn0267011,lncRNA:CR45455,2L,+,19537965,19538223,0,0,1,0,0,0,1,1,0
FBgn0267012,lncRNA:CR45456,2L,+,9325845,9326721,0,0,0,0,0,0,0,0,0
FBgn0267013,lncRNA:CR45457,2L,+,9327039,9327553,0,0,0,0,0,0,0,0,0
FBgn0267014,CR45458,2L,-,14746807,14747080,17,12,24,11,22,24,19,29,29
FBgn0267017,lncRNA:CR45461,2L,+,13104719,13105263,1,3,1,0,3,1,3,0,0
FBgn0267018,lncRNA:CR45462,2L,-,17017747,17018049,0,0,0,0,0,0,0,0,0
FBgn0267019,lncRNA:CR45463,2L,-,6480661,6480930,3,6,8,4,6,6,7,7,5
FBgn0267020,lncRNA:CR45464,X,-,22806501,22807399,0,0,0,0,0,0,0,0,0
FBgn0267021,lncRNA:CR45465,X,-,20238383,20239117,0,0,0,1,0,0,0,1,0
FBgn0267022,asRNA:CR45466,X,-,20656891,20657678,27,30,19,32,26,35,25,35,29
FBgn0267023,asRNA:CR45467,2R,+,9881396,9882605,0,2,1,1,0,1,1,1,0
FBgn0267024,asRNA:CR45468,2R,+,12848139,12849295,0,0,0,0,0,0,0,0,0
FBgn0267025,asRNA:CR45469,2R,-,22874578,22875172,0,0,0,0,0,0,0,0,0
FBgn0267026,CR45470,2R,-,13410269,13410591,26,36,37,32,34,37,29,33,26
FBgn0267027,lncRNA:CR45471,2R,+,4730481,4731395,310,236,216,226,218,226,105,183,111
FBgn0267028,lncRNA:CR45472,2R,+,5663909,5664615,5,9,8,4,11,7,7,12,10
FBgn0267029,lncRNA:CR45473,X,-,140722,142197,228,171,158,173,228,268,148,158,128
FBgn0267030,lncRNA:CR45474,X,+,620282,620729,3,4,5,3,6,8,10,10,7
FBgn0267031,lncRNA:CR45475,X,+,625247,625661,3,1,4,1,2,2,3,4,8
FBgn0267032,lncRNA:CR45476,X,-,968496,968741,1,0,0,0,0,0,0,0,0
FBgn0267033,mamo,X,-,13846116,13990527,55,37,32,147,148,146,460,605,434
FBgn0267034,lncRNA:CR45478,X,+,2009957,2010287,0,0,0,0,1,0,0,0,0
FBgn0267035,asRNA:CR45479,X,+,2173480,2175855,170,115,125,129,145,169,174,267,165
FBgn0267036,lncRNA:CR45480,X,+,2269996,2270507,2,0,5,0,4,1,4,6,3
FBgn0267037,asRNA:CR45481,X,+,3968933,3972054,2,0,1,2,1,1,3,2,1
FBgn0267038,lncRNA:CR45482,X,-,4047596,4049204,0,0,0,0,0,0,0,0,0
FBgn0267039,lncRNA:CR45483,X,-,4275234,4275964,3,8,4,0,3,0,5,2,3
FBgn0267040,lncRNA:CR45484,X,+,4373981,4377716,3,2,0,2,1,0,4,1,0
FBgn0267041,asRNA:CR45485,X,+,16307032,16308687,6,5,4,0,2,2,3,2,7
FBgn0267042,CG45486,X,-,19909318,19910117,0,0,0,0,0,0,0,0,0
FBgn0267043,CG45487,X,-,19914482,19915281,0,0,0,0,0,0,0,0,0
FBgn0267044,CG45488,X,-,19919641,19920435,0,0,0,0,0,0,0,0,0
FBgn0267045,CG45489,X,-,19928416,19929178,1,1,1,0,0,0,0,0,0
FBgn0267046,CG45490,X,-,19933541,19934294,0,1,0,0,0,0,0,0,0
FBgn0267047,CG45491,X,-,19938232,19938994,1,0,0,0,0,0,0,0,0
FBgn0267048,CG45492,X,-,19943357,19944147,0,0,0,0,0,0,0,0,0
FBgn0267049,CG45493,X,-,19948079,19948873,0,0,0,0,0,0,0,0,0
FBgn0267050,CG45494,X,-,19952814,19953608,0,0,0,0,0,0,0,0,0
FBgn0267051,CR45495,X,+,19912655,19913283,0,0,1,0,1,0,0,0,0
FBgn0267052,CR45496,X,+,19917819,19918447,0,0,0,0,0,0,0,0,0
FBgn0267053,CR45497,X,+,19931714,19932342,0,0,0,1,1,0,0,0,0
FBgn0267054,CR45498,X,+,19941530,19942158,0,1,0,0,0,0,0,0,0
FBgn0267055,CR45499,X,-,21155432,21156173,0,0,0,0,0,0,0,0,0
FBgn0267056,lncRNA:CR45500,X,-,21400011,21400837,0,0,0,0,0,0,0,0,0
FBgn0267057,asRNA:CR45501,X,-,19745936,19746487,10,8,4,16,14,11,10,10,9
FBgn0267058,lncRNA:CR45502,X,-,22958076,22958827,0,0,0,0,0,0,1,0,0
FBgn0267059,lncRNA:CR45503,X,+,19083739,19084017,0,0,0,0,0,0,0,0,0
FBgn0267060,lncRNA:CR45504,X,-,20292047,20293407,0,0,0,0,0,0,0,0,0
FBgn0267061,lncRNA:CR45505,X,-,20293601,20294288,0,0,0,0,0,0,0,0,0
FBgn0267062,lncRNA:CR45506,X,+,21187979,21188759,1,0,0,0,0,0,0,0,0
FBgn0267063,lncRNA:CR45507,X,-,21467128,21467601,2,2,0,4,1,2,3,2,1
FBgn0267064,lncRNA:CR45508,X,-,21467983,21468479,3,1,2,6,4,4,3,1,1
FBgn0267065,lncRNA:CR45509,X,-,21479654,21479949,2,1,0,2,0,3,0,0,1
FBgn0267066,lncRNA:CR45510,X,-,21480757,21481124,2,0,1,1,0,2,1,0,0
FBgn0267067,lncRNA:CR45511,X,-,21483082,21483519,6,0,0,1,2,3,0,1,1
FBgn0267068,lncRNA:CR45512,X,-,18730421,18731243,0,0,0,0,0,0,0,0,0
FBgn0267069,lncRNA:CR45513,X,+,18732813,18733673,0,0,0,0,0,0,0,0,0
FBgn0267070,lncRNA:CR45514,X,+,18666067,18666717,0,0,1,0,1,1,0,0,0
FBgn0267071,lncRNA:CR45515,X,-,4775033,4775232,0,0,0,0,0,0,0,0,0
FBgn0267072,lncRNA:CR45516,X,-,4805459,4805683,0,0,0,0,0,0,0,0,0
FBgn0267073,lncRNA:CR45517,X,+,5428483,5429256,152,128,147,154,189,194,127,176,113
FBgn0267074,asRNA:CR45518,X,-,5516993,5517500,10,6,8,12,3,9,10,9,14
FBgn0267075,lncRNA:CR45519,X,+,5506509,5507255,0,0,0,0,0,0,0,0,0
FBgn0267076,asRNA:CR45520,X,+,5663114,5665605,0,0,0,1,1,0,0,0,0
FBgn0267077,lncRNA:CR45521,X,-,14540747,14541997,0,0,0,0,0,0,0,0,0
FBgn0267078,lncRNA:CR45522,X,+,14786412,14787897,0,0,0,0,0,0,0,1,0
FBgn0267079,lncRNA:CR45523,X,+,15691672,15692597,1,3,5,5,4,3,2,2,2
FBgn0267080,lncRNA:CR45524,X,-,15693068,15693967,0,0,0,0,0,0,0,0,0
FBgn0267081,asRNA:CR45525,X,-,5689852,5691172,12,6,9,7,6,8,3,3,1
FBgn0267082,lncRNA:CR45526,X,+,15694127,15694382,1,0,1,0,0,0,0,0,0
FBgn0267083,lncRNA:CR45527,X,+,15973555,15973917,0,0,0,0,0,0,0,0,0
FBgn0267084,asRNA:CR45528,X,-,5755492,5756710,30,18,29,18,28,23,19,31,21
FBgn0267085,lncRNA:CR45529,X,+,5810492,5811006,0,0,0,0,0,0,0,0,0
FBgn0267086,lncRNA:CR45530,X,+,6279680,6280012,26,29,24,22,20,22,14,15,17
FBgn0267087,lncRNA:CR45531,X,+,6860339,6863235,0,0,1,0,3,3,0,0,0
FBgn0267088,lncRNA:CR45532,X,-,7120374,7120741,0,0,0,0,0,0,0,0,0
FBgn0267089,lncRNA:CR45533,X,+,7445387,7450119,0,0,0,0,0,0,0,0,0
FBgn0267090,lncRNA:CR45534,X,+,7487552,7488336,0,0,0,0,0,0,0,0,0
FBgn0267091,asRNA:CR45535,X,+,8084256,8085765,0,0,0,0,0,0,0,0,0
FBgn0267096,lncRNA:CR45536,X,+,8163301,8163580,0,0,0,0,0,0,0,0,0
FBgn0267097,lncRNA:CR45537,X,+,8835306,8836724,0,0,0,0,0,0,0,1,0
FBgn0267098,asRNA:CR45538,X,+,9069741,9070087,0,0,0,0,1,0,0,0,0
FBgn0267099,lncRNA:CR45539,X,-,9120717,9120918,0,0,0,0,0,0,0,0,0
FBgn0267100,lncRNA:CR45540,X,-,9581493,9581917,0,0,0,1,2,1,0,0,0
FBgn0267101,lncRNA:CR45541,X,+,9584177,9584575,0,0,2,1,1,2,1,0,0
FBgn0267102,lncRNA:CR45542,X,-,9590093,9590619,1,1,2,1,0,1,0,0,0
FBgn0267103,lncRNA:CR45543,X,+,9595082,9595467,0,2,1,0,1,1,0,0,0
FBgn0267104,CG45544,3R,+,29256485,29257425,457,348,344,411,445,490,340,480,280
FBgn0267105,CG45545,3R,+,7552008,7552298,0,0,0,0,0,0,0,0,0
FBgn0267106,CG45546,3R,+,29369338,29369777,3,0,1,0,0,1,0,0,0
FBgn0267107,lncRNA:CR45547,3R,-,29356148,29356771,0,1,0,0,0,0,0,0,0
FBgn0267108,CR45548,3R,-,27961443,27961821,44,38,54,54,53,51,48,54,33
FBgn0267109,asRNA:CR45549,3R,-,8233228,8233962,11,7,12,12,8,6,6,13,1
FBgn0267110,lncRNA:CR45550,3R,+,8228008,8229448,1,1,0,0,0,0,0,0,2
FBgn0267111,lncRNA:CR45551,3R,-,8225279,8232178,0,2,1,0,0,0,0,0,0
FBgn0267112,lncRNA:CR45552,3R,-,30528280,30531861,0,0,0,0,0,0,1,0,0
FBgn0267113,lncRNA:CR45553,3R,+,30530355,30532377,0,0,0,0,0,0,0,0,0
FBgn0267114,lncRNA:CR45554,3R,+,31469103,31469978,0,0,0,0,0,0,0,0,0
FBgn0267115,lncRNA:CR45555,3R,+,31473041,31473738,1,0,0,0,0,0,0,0,0
FBgn0267116,lncRNA:CR45556,3R,+,32012648,32013408,2,1,1,2,1,0,1,0,0
FBgn0267118,lncRNA:CR45558,3R,-,4585178,4589308,14,7,13,8,5,9,2,0,1
FBgn0267119,lncRNA:CR45559,3R,-,6892918,6893462,0,0,0,0,0,0,0,0,0
FBgn0267120,lncRNA:CR45560,3R,+,7387444,7388319,0,0,0,0,0,0,0,0,0
FBgn0267121,lncRNA:CR45561,3R,+,10969667,10970278,0,0,0,0,0,0,0,0,0
FBgn0267122,lncRNA:CR45562,3R,-,26756978,26757912,0,0,0,0,0,0,0,0,0
FBgn0267123,lncRNA:CR45563,3R,+,26769078,26769828,0,0,0,0,0,0,0,0,0
FBgn0267124,lncRNA:CR45564,3R,-,31687978,31688526,138,128,101,85,100,117,26,18,22
FBgn0267125,lncRNA:CR45565,3R,-,31689128,31689878,32,18,27,24,23,19,16,16,22
FBgn0267126,lncRNA:CR45566,3R,-,27924879,27925368,3,1,5,12,9,14,9,16,16
FBgn0267127,lncRNA:CR45567,3R,+,29022478,29024217,27,24,17,22,18,33,26,29,30
FBgn0267128,lncRNA:CR45568,3R,-,29276376,29277108,0,0,0,0,0,0,1,0,0
FBgn0267129,lncRNA:CR45569,3R,-,29713278,29713678,0,0,0,0,0,0,0,0,0
FBgn0267130,lncRNA:CR45570,3R,+,30404429,30404989,0,0,0,0,0,0,0,0,0
FBgn0267131,lncRNA:CR45571,3R,+,30612028,30615478,0,0,0,0,0,0,0,0,0
FBgn0267132,lncRNA:CR45572,3R,+,31491078,31492678,0,0,0,0,0,0,0,0,0
FBgn0267133,lncRNA:CR45573,3R,-,31519878,31523278,1,0,0,2,1,0,1,0,0
FBgn0267134,lncRNA:CR45574,3R,+,8546910,8547385,0,0,0,0,0,0,0,0,0
FBgn0267135,lncRNA:CR45575,3R,+,8545685,8546049,0,0,0,0,0,0,0,0,0
FBgn0267136,lncRNA:CR45576,3R,-,10488323,10490216,0,0,0,0,0,0,0,0,0
FBgn0267137,lncRNA:CR45577,3R,-,10896479,10897181,0,0,0,1,0,0,1,0,0
FBgn0267138,lncRNA:CR45578,3R,-,10897985,10898581,0,0,1,0,0,0,0,0,0
FBgn0267139,lncRNA:CR45579,3R,+,11101180,11101684,0,0,0,0,0,0,0,0,0
FBgn0267140,lncRNA:CR45580,3R,+,4896417,4897287,0,0,0,0,0,0,0,0,0
FBgn0267141,lncRNA:CR45581,3R,+,11486788,11487227,0,0,0,0,2,0,0,0,0
FBgn0267142,lncRNA:CR45582,3R,+,12244989,12245353,0,0,0,0,0,0,0,0,0
FBgn0267143,lncRNA:CR45583,3R,+,12329320,12330223,0,0,0,0,0,0,0,0,0
FBgn0267144,lncRNA:CR45584,3R,+,12327347,12328003,0,0,0,0,0,0,0,0,0
